Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,FamilySize,IsAlone,Title,TicketPrefix,AgeBin,FareBin
0,3,male,24.975909902597408,0,0,7.7292,Q,0,1,1,1,None,2,0
1,2,female,17.0,0,0,12.0,C,0,1,1,2,Other,1,1
1,1,male,36.0,1,2,120.0,S,1,4,0,1,None,3,3
1,3,male,21.0,0,0,7.7958,S,0,1,1,1,None,2,0
0,3,male,28.0,2,0,7.925,S,0,3,0,1,None,2,1
1,1,female,23.0,1,0,113.275,C,1,2,0,2,None,2,3
1,3,female,24.0,0,2,16.7,S,1,3,0,3,Other,2,2
0,3,male,22.0,0,0,7.7958,S,0,1,1,1,None,2,0
0,3,female,31.0,0,0,7.8542,S,0,1,1,2,None,2,0
0,2,male,46.0,0,0,26.0,S,0,1,1,1,None,3,2
0,2,male,23.0,0,0,10.5,S,0,1,1,5,None,2,1
1,2,female,28.0,0,0,12.65,S,0,1,1,3,None,2,1
1,3,male,39.0,0,0,7.925,S,0,1,1,1,STON/O,3,1
0,3,male,26.0,0,0,8.05,S,0,1,1,1,None,2,1
0,3,female,21.0,1,0,9.825,S,0,2,0,2,None,2,1
0,3,male,28.0,1,0,15.85,S,0,2,0,1,Other,2,2
0,3,female,20.0,0,0,8.6625,S,0,1,1,2,None,1,1
0,2,male,34.0,1,0,21.0,S,0,2,0,1,None,2,2
0,3,male,51.0,0,0,7.75,S,0,1,1,1,None,4,0
1,2,male,3.0,1,1,18.75,S,0,3,0,4,None,0,2
0,3,male,21.0,0,0,7.775,S,0,1,1,1,None,2,0
0,3,female,7.86844841269841,3,1,25.4667,S,0,5,0,2,None,0,2
0,3,male,27.77767996384952,0,0,7.8958,S,0,1,1,1,None,2,0
0,3,male,24.316333333333333,0,0,6.8583,Q,0,1,1,1,None,2,0
1,1,female,33.0,1,0,90.0,Q,1,2,0,2,None,2,3
0,2,male,34.847390302800164,0,0,0.0,S,0,1,1,1,None,2,0
1,3,male,44.0,0,0,7.925,S,0,1,1,1,STON/O,3,1
0,3,female,19.347265331196585,0,0,8.05,S,0,1,1,3,None,1,1
1,2,female,34.0,1,1,32.5,S,0,3,0,3,None,2,3
1,2,female,18.0,0,2,13.0,S,0,3,0,2,None,1,1
0,2,male,30.0,0,0,13.0,S,0,1,1,1,None,2,1
0,3,female,10.0,0,2,24.15,S,0,3,0,2,None,0,2
0,3,male,27.77767996384952,0,0,7.8958,C,0,1,1,1,None,2,0
0,3,male,21.0,0,0,7.7333,Q,0,1,1,1,A/5.,2,0
0,3,male,29.0,0,0,7.875,S,0,1,1,1,None,2,0
0,3,female,28.0,1,1,14.4,S,0,3,0,3,None,2,1
0,3,male,18.0,1,1,20.2125,S,0,3,0,1,None,1,2
0,3,male,30.418680408955094,0,0,7.25,S,0,1,1,1,Other,2,0
1,2,female,28.0,1,0,26.0,S,0,2,0,3,None,2,2
1,2,female,19.0,0,0,26.0,S,0,1,1,2,None,1,2
0,3,male,41.438600115162615,0,0,7.75,Q,0,1,1,1,None,3,0
1,3,male,32.0,0,0,8.05,S,1,1,1,1,SOTON/O.Q.,2,1
1,1,male,28.0,0,0,26.55,S,1,1,1,1,None,2,2
1,3,female,26.1475,1,0,16.1,S,0,2,0,3,None,2,2
1,2,female,42.0,1,0,26.0,S,0,2,0,3,Other,3,2
0,3,male,17.0,0,0,7.125,S,0,1,1,1,STON/O,1,0
0,1,male,50.0,1,0,55.9,S,1,2,0,1,None,3,3
1,1,female,14.0,1,2,120.0,S,1,4,0,2,None,1,3
0,3,female,21.0,2,2,34.375,S,0,5,0,2,W./C.,2,3
1,2,female,24.0,2,3,18.75,S,0,6,0,3,None,2,2
0,1,male,64.0,1,4,263.0,S,1,6,0,1,None,4,3
0,2,male,31.0,0,0,10.5,S,0,1,1,1,C.A.,2,1
1,2,female,45.0,1,1,26.25,S,0,3,0,3,Other,3,2
0,3,male,20.0,0,0,9.5,S,0,1,1,1,None,1,1
0,3,male,25.0,1,0,7.775,S,0,2,0,1,None,2,0
1,2,female,28.0,0,0,13.0,S,0,1,1,2,None,2,1
1,3,male,23.601629453810816,0,0,8.1125,S,0,1,1,1,None,2,1
1,1,male,4.0,0,2,81.8583,S,1,3,0,4,None,0,3
1,2,female,13.0,0,1,19.5,S,0,2,0,2,None,1,2
1,1,male,34.0,0,0,26.55,S,0,1,1,1,None,2,2
1,3,female,5.0,2,1,19.2583,C,0,4,0,2,None,0,2
1,1,male,52.0,0,0,30.5,S,1,1,1,5,None,4,2
0,2,male,36.0,1,2,27.75,S,0,4,0,1,C.A.,3,2
0,3,male,21.881107142857147,1,0,19.9667,S,0,2,0,1,None,2,2
0,1,male,30.0,0,0,27.75,C,1,1,1,1,None,2,2
1,1,male,49.0,1,0,89.1042,C,1,2,0,1,None,3,3
0,3,male,30.500245379086014,0,0,8.05,S,0,1,1,1,A/5,2,1
1,3,male,29.0,0,0,7.8958,C,0,1,1,1,None,2,0
0,1,male,65.0,0,0,26.55,S,1,1,1,1,None,4,2
1,1,female,41.50646428571428,1,0,51.8625,S,1,2,0,3,None,3,3
1,2,female,50.0,0,0,10.5,S,0,1,1,2,Other,3,1
0,3,male,41.438600115162615,0,0,7.75,Q,0,1,1,1,None,3,0
1,1,male,48.0,0,0,26.55,S,1,1,1,1,None,3,2
0,3,male,34.0,0,0,8.05,S,0,1,1,1,None,2,1
0,1,male,47.0,0,0,38.5,S,1,1,1,1,None,3,3
0,2,male,48.0,0,0,13.0,S,0,1,1,1,None,3,1
0,3,male,30.500245379086014,0,0,8.05,S,0,1,1,1,Other,2,1
0,3,male,38.0,0,0,7.05,S,0,1,1,1,SOTON/O.Q.,3,0
0,2,male,34.847390302800164,0,0,0.0,S,0,1,1,1,None,2,0
0,1,male,56.0,0,0,26.55,S,0,1,1,1,None,4,2
0,3,male,24.975909902597408,0,0,7.725,Q,0,1,1,1,None,2,0
1,3,female,0.75,2,1,19.2583,C,0,4,0,2,None,0,2
0,3,male,30.418680408955094,0,0,7.25,S,0,1,1,1,None,2,0
0,3,male,38.0,0,0,8.6625,S,0,1,1,1,None,3,1
1,2,female,33.0,1,2,27.75,S,0,4,0,3,C.A.,2,2
1,2,female,23.0,0,0,13.7917,C,1,1,1,3,Other,2,1
0,3,female,22.0,0,0,9.8375,S,0,1,1,2,None,2,1
0,1,male,45.159333333333336,0,0,52.0,S,1,1,1,1,None,3,3
0,2,male,34.0,1,0,21.0,S,0,2,0,1,None,2,2
0,3,male,29.0,1,0,7.0458,S,0,2,0,1,None,2,0
0,3,male,22.0,0,0,7.5208,S,0,1,1,1,None,2,0
1,3,female,2.0,0,1,12.2875,S,0,2,0,2,None,0,1
0,3,male,9.0,5,2,46.9,S,0,8,0,4,Other,0,3
0,2,male,34.847390302800164,0,0,0.0,S,0,1,1,1,None,2,0
0,3,male,50.0,0,0,8.05,S,0,1,1,1,A/5,3,1
1,3,female,63.0,0,0,9.5875,S,0,1,1,3,None,4,1
1,1,male,25.0,1,0,91.0792,C,1,2,0,1,None,2,3
0,3,female,7.86844841269841,3,1,25.4667,S,0,5,0,2,None,0,2
1,1,female,35.0,1,0,90.0,S,1,2,0,3,None,2,3
0,1,male,58.0,0,0,29.7,C,1,1,1,1,None,4,2
0,3,male,30.0,0,0,8.05,S,0,1,1,1,Other,2,1
1,3,male,9.0,1,1,15.9,S,0,3,0,4,C.A.,0,2
0,3,male,21.881107142857147,1,0,19.9667,S,0,2,0,1,None,2,2
0,3,male,21.0,0,0,7.25,S,0,1,1,1,SOTON/OQ,2,0
0,1,male,55.0,0,0,30.5,S,1,1,1,1,None,4,2
0,1,male,71.0,0,0,49.5042,C,0,1,1,1,PC,5,3
0,3,male,21.0,0,0,8.05,S,0,1,1,1,Other,2,1
0,3,male,22.07228887778888,0,0,14.4583,C,0,1,1,1,None,2,2
1,1,female,54.0,1,0,78.2667,C,1,2,0,2,None,4,3
0,3,male,26.221964285714286,0,0,15.1,S,0,1,1,1,C.A.,2,2
0,1,female,25.0,1,2,151.55,S,1,4,0,3,None,2,3
0,3,male,24.0,0,0,7.7958,S,0,1,1,1,None,2,0
0,3,male,17.0,0,0,8.6625,S,0,1,1,1,None,1,1
0,3,female,21.0,0,0,7.75,Q,0,1,1,2,None,2,0
0,3,female,21.17548611111111,0,0,7.6292,Q,0,1,1,2,None,2,0
0,3,female,37.0,0,0,9.5875,S,0,1,1,2,None,3,1
1,1,female,16.0,0,0,86.5,S,1,1,1,2,None,1,3
0,1,male,18.0,1,0,108.9,C,1,2,0,1,PC,1,3
1,2,female,33.0,0,2,26.0,S,0,3,0,3,None,2,2
1,1,male,48.917462690087675,0,0,26.55,S,0,1,1,1,None,3,2
0,3,male,28.0,0,0,22.525,S,0,1,1,1,Other,2,2
1,3,male,26.0,0,0,56.4958,S,0,1,1,1,None,2,3
1,3,male,29.0,0,0,7.75,Q,0,1,1,1,None,2,0
0,3,male,30.500245379086014,0,0,8.05,S,0,1,1,1,SOTON/OQ,2,1
1,1,male,36.0,0,0,26.2875,S,1,1,1,1,PC,3,2
1,1,female,54.0,1,0,59.4,C,0,2,0,3,PC,4,3
0,3,male,24.0,0,0,7.4958,S,0,1,1,1,None,2,0
0,1,male,47.0,0,0,34.0208,S,1,1,1,1,None,3,3
1,2,female,34.0,0,0,10.5,S,1,1,1,3,C.A.,2,1
0,3,male,33.8375,0,0,24.15,Q,0,1,1,1,None,2,2
1,2,female,36.0,1,0,26.0,S,0,2,0,3,None,3,2
0,3,male,32.0,0,0,7.8958,S,0,1,1,1,None,2,0
1,1,female,30.0,0,0,93.5,S,1,1,1,2,None,2,3
0,3,male,22.0,0,0,7.8958,S,0,1,1,1,None,2,0
0,3,male,32.669700396825384,0,0,7.225,C,0,1,1,1,None,2,0
1,1,female,44.0,0,1,57.9792,C,1,2,0,3,None,3,3
0,3,male,24.901471681096687,0,0,7.2292,C,0,1,1,1,None,2,0
0,3,male,40.5,0,0,7.75,Q,0,1,1,1,None,3,0
1,2,female,50.0,0,0,10.5,S,0,1,1,2,W./C.,3,1
0,1,male,31.57266666666667,0,0,221.7792,S,1,1,1,1,PC,2,3
0,3,male,39.0,0,0,7.925,S,0,1,1,1,None,3,1
0,2,male,23.0,2,1,11.5,S,0,4,0,1,None,2,1
1,2,female,2.0,1,1,26.0,S,0,3,0,2,None,0,2
0,3,male,24.901471681096687,0,0,7.2292,C,0,1,1,1,None,2,0
0,3,male,17.0,1,1,7.2292,C,0,3,0,1,None,1,0
1,3,female,8.805,0,2,22.3583,C,0,3,0,3,None,0,2
0,3,female,30.0,0,0,8.6625,S,0,1,1,2,None,2,1
1,2,female,7.0,0,2,26.25,S,0,3,0,2,Other,0,2
0,1,male,45.0,0,0,26.55,S,1,1,1,5,None,3,2
1,1,female,30.0,0,0,106.425,C,0,1,1,2,PC,2,3
0,3,male,22.1108658008658,0,0,14.5,S,0,1,1,1,None,2,2
1,1,female,22.0,0,2,49.5,C,1,3,0,2,None,2,3
1,1,female,36.0,0,2,71.0,S,1,3,0,2,Other,3,3
0,3,female,9.0,4,2,31.275,S,0,7,0,2,None,0,3
0,3,female,11.0,4,2,31.275,S,0,7,0,2,None,0,3
1,2,male,32.0,1,0,26.0,S,0,2,0,1,None,2,2
0,1,male,50.0,1,0,106.425,C,1,2,0,1,PC,3,3
0,1,male,64.0,0,0,26.0,S,0,1,1,1,None,4,2
1,2,female,19.0,1,0,26.0,S,0,2,0,3,None,1,2
1,2,male,45.1654590905097,0,0,13.8625,C,0,1,1,1,Other,3,1
0,3,male,33.0,1,1,20.525,S,0,3,0,1,None,2,2
1,2,male,8.0,1,1,36.75,S,0,3,0,4,C.A.,0,3
1,1,male,17.0,0,2,110.8833,C,1,3,0,1,None,1,3
0,2,male,27.0,0,0,26.0,S,0,1,1,1,None,2,2
0,3,male,27.181750402375407,0,0,7.8292,Q,0,1,1,1,None,2,0
1,3,male,22.0,0,0,7.225,C,0,1,1,1,None,2,0
1,3,female,22.0,0,0,7.775,S,0,1,1,2,None,2,0
0,1,male,62.0,0,0,26.55,S,0,1,1,1,None,4,2
1,1,female,48.0,1,0,39.6,C,1,2,0,5,None,3,3
0,1,male,31.581,0,0,227.525,C,0,1,1,1,PC,2,3
1,1,female,39.0,1,1,79.65,S,1,3,0,3,None,3,3
1,3,female,36.0,1,0,17.4,S,0,2,0,3,None,3,2
0,3,male,41.438600115162615,0,0,7.75,Q,0,1,1,1,None,3,0
0,3,male,40.0,0,0,7.8958,S,0,1,1,1,None,3,0
0,2,male,28.0,0,0,13.5,S,0,1,1,1,None,2,1
0,3,male,30.500245379086014,0,0,8.05,S,0,1,1,1,SOTON/OQ,2,1
0,3,female,19.347265331196585,0,0,8.05,S,0,1,1,2,SOTON/O.Q.,1,1
0,3,male,24.0,2,0,24.15,S,0,3,0,1,Other,2,2
0,3,male,19.0,0,0,7.8958,S,0,1,1,1,None,1,0
0,3,female,29.0,0,4,21.075,S,0,5,0,3,None,2,2
0,3,male,24.901471681096687,0,0,7.2292,C,0,1,1,1,None,2,0
1,3,male,32.0,0,0,7.8542,S,0,1,1,1,None,2,0
1,2,male,62.0,0,0,10.5,S,0,1,1,1,Other,4,1
1,1,female,53.0,2,0,51.4792,S,1,3,0,3,None,4,3
1,1,male,36.0,0,0,26.3875,S,1,1,1,1,PC,3,2
1,3,female,25.981350080475085,0,0,7.75,Q,0,1,1,2,None,2,0
0,3,male,16.0,0,0,8.05,S,0,1,1,1,Other,1,1
0,3,male,19.0,0,0,14.5,S,0,1,1,1,None,1,2
1,2,female,34.0,0,0,13.0,S,0,1,1,2,None,2,1
1,1,female,39.0,1,0,55.9,S,1,2,0,3,None,3,3
0,3,female,16.9458125,1,0,14.4583,C,0,2,0,3,None,1,2
1,3,male,32.0,0,0,7.925,S,0,1,1,1,STON/O,2,1
1,2,female,25.0,1,1,30.0,S,0,3,0,2,None,2,2
1,1,female,39.0,1,1,110.8833,C,1,3,0,3,None,3,3
0,2,male,54.0,0,0,26.0,S,0,1,1,1,None,4,2
0,1,male,36.0,0,0,40.125,C,1,1,1,1,None,3,3
0,3,male,26.001553128652404,0,0,8.7125,C,0,1,1,1,None,2,1
1,1,female,18.0,0,2,79.65,S,1,3,0,2,None,1,3
0,2,male,47.0,0,0,15.0,S,0,1,1,1,None,3,2
1,1,male,60.0,1,1,79.2,C,1,3,0,1,None,4,3
0,3,male,22.0,0,0,8.05,S,0,1,1,1,None,2,1
0,3,male,30.500245379086014,0,0,8.05,S,0,1,1,1,Other,2,1
0,3,male,35.0,0,0,7.125,S,0,1,1,1,STON/O,2,0
1,1,female,52.0,1,0,78.2667,C,1,2,0,3,None,4,3
0,3,male,47.0,0,0,7.25,S,0,1,1,1,A/5,3,0
0,3,female,25.96700238095238,0,2,7.75,Q,0,3,0,2,None,2,0
0,2,male,37.0,1,0,26.0,S,0,2,0,1,Other,3,2
0,3,male,36.0,1,1,24.15,S,0,3,0,1,None,3,2
1,2,female,19.312265873015875,0,0,33.0,S,0,1,1,2,None,1,3
0,3,male,49.0,0,0,0.0,S,0,1,1,1,None,3,0
0,3,male,32.669700396825384,0,0,7.225,C,0,1,1,1,None,2,0
1,1,male,49.0,1,0,56.9292,C,1,2,0,5,PC,3,3
1,2,female,24.0,2,1,27.0,S,0,4,0,3,None,2,2
0,3,male,27.77767996384952,0,0,7.8958,S,0,1,1,1,None,2,0
0,1,male,40.56183333333333,0,0,42.4,S,0,1,1,1,None,3,3
0,3,male,44.0,0,0,8.05,S,0,1,1,1,None,3,1
1,1,male,35.0,0,0,26.55,C,0,1,1,1,None,2,2
0,3,male,36.0,1,0,15.55,S,0,2,0,1,None,3,2
0,3,male,30.0,0,0,7.8958,S,0,1,1,1,None,2,0
1,1,male,27.0,0,0,30.5,S,0,1,1,1,None,2,2
1,2,female,22.0,1,2,41.5792,C,0,4,0,3,Other,2,3
1,1,female,40.0,0,0,153.4625,S,1,1,1,2,PC,3,3
0,3,female,39.0,1,5,31.275,S,0,7,0,3,None,3,3
0,3,male,27.515345418470407,0,0,7.05,S,0,1,1,1,SOTON/O.Q.,2,0
1,3,female,28.570833333333336,1,0,15.5,Q,0,2,0,2,None,2,2
0,3,male,41.438600115162615,0,0,7.75,Q,0,1,1,1,None,3,0
0,3,male,35.0,0,0,8.05,S,0,1,1,1,None,2,1
1,2,female,24.0,1,2,65.0,S,0,4,0,2,None,2,3
0,3,male,34.0,1,1,14.4,S,0,3,0,1,None,2,1
0,3,female,26.0,1,0,16.1,S,0,2,0,3,A/5.,2,2
1,2,female,4.0,2,1,39.0,S,1,4,0,2,None,0,3
0,2,male,26.0,0,0,10.5,S,0,1,1,1,None,2,1
0,3,male,27.0,1,0,14.4542,C,0,2,0,1,None,2,1
1,1,male,42.0,1,0,52.5542,S,1,2,0,1,None,3,3
1,3,male,20.0,1,1,15.7417,C,0,3,0,1,None,1,2
0,3,male,21.0,0,0,7.8542,S,0,1,1,1,None,2,0
0,3,male,21.0,0,0,16.1,S,0,1,1,1,None,2,2
0,1,male,61.0,0,0,32.3208,S,1,1,1,1,None,4,3
0,2,male,57.0,0,0,12.35,Q,0,1,1,5,None,4,1
1,1,female,21.0,0,0,77.9583,S,1,1,1,2,None,2,3
0,3,male,26.0,0,0,7.8958,S,0,1,1,1,None,2,0
0,3,male,24.975909902597408,0,0,7.7333,Q,0,1,1,1,None,2,0
1,1,male,80.0,0,0,30.0,S,1,1,1,1,None,5,2
0,3,male,51.0,0,0,7.0542,S,0,1,1,1,None,4,0
1,1,male,32.0,0,0,30.5,C,1,1,1,5,None,2,2
0,1,male,42.139696428571426,0,0,0.0,S,0,1,1,1,None,3,0
0,3,female,9.0,3,2,27.9,S,0,6,0,2,None,0,2
1,2,female,28.0,0,0,13.0,S,0,1,1,2,None,2,1
0,3,male,32.0,0,0,7.925,S,0,1,1,1,STON/O,2,1
0,2,male,31.0,1,1,26.25,S,0,3,0,1,C.A.,2,2
0,3,female,41.0,0,5,39.6875,S,0,6,0,3,None,3,3
0,3,male,27.657249999999998,1,0,16.1,S,0,2,0,1,None,2,2
0,3,male,20.0,0,0,7.8542,S,0,1,1,1,None,1,0
1,1,female,24.0,0,0,69.3,C,1,1,1,2,PC,2,3
0,3,female,2.0,3,2,27.9,S,0,6,0,2,None,0,2
1,3,male,29.660904761904757,0,0,56.4958,S,0,1,1,1,None,2,3
1,3,female,0.75,2,1,19.2583,C,0,4,0,2,None,0,2
1,1,male,48.0,1,0,76.7292,C,1,2,0,1,PC,3,3
0,3,male,19.0,0,0,7.8958,S,0,1,1,1,None,1,0
1,1,male,56.0,0,0,35.5,C,1,1,1,5,None,4,3
0,3,male,35.6745,0,0,7.55,S,0,1,1,1,Other,3,0
1,3,female,23.0,0,0,7.55,S,0,1,1,2,CA.,2,0
0,3,male,27.77767996384952,0,0,7.8958,S,0,1,1,1,None,2,0
1,2,female,18.0,0,1,23.0,S,0,2,0,2,None,1,2
0,3,male,21.0,0,0,8.4333,S,0,1,1,1,None,2,1
1,3,female,22.999017857142857,0,0,7.8292,Q,0,1,1,2,None,2,0
0,3,female,18.0,0,0,6.75,Q,0,1,1,2,None,1,0
0,2,male,24.0,2,0,73.5,S,0,3,0,1,Other,2,3
0,3,male,27.77767996384952,0,0,7.8958,S,0,1,1,1,None,2,0
0,3,female,32.0,1,1,15.5,Q,0,3,0,3,None,2,2
0,2,male,23.0,0,0,13.0,S,0,1,1,1,None,2,1
0,1,male,58.0,0,2,113.275,C,1,3,0,1,None,4,3
1,1,male,50.0,2,0,133.65,S,0,3,0,5,PC,3,3
0,3,male,40.0,0,0,7.225,C,0,1,1,1,None,3,0
0,1,male,47.0,0,0,25.5875,S,1,1,1,1,None,3,2
0,3,male,36.0,0,0,7.4958,S,0,1,1,1,None,3,0
1,3,male,20.0,1,0,7.925,S,0,2,0,1,STON/O,1,1
0,2,male,32.0,2,0,73.5,S,0,3,0,1,Other,2,3
0,2,male,25.0,0,0,13.0,S,0,1,1,1,None,2,1
0,3,male,29.916266617777648,0,0,7.775,S,0,1,1,1,None,2,0
0,3,male,43.0,0,0,8.05,S,0,1,1,1,A/5,3,1
1,1,female,39.27938095238094,1,0,52.0,S,1,2,0,3,None,3,3
1,2,female,40.0,1,1,39.0,S,0,3,0,3,None,3,3
0,1,male,31.0,1,0,52.0,S,1,2,0,1,Other,2,3
0,2,male,70.0,0,0,10.5,S,0,1,1,1,C.A.,5,1
1,2,male,31.0,0,0,13.0,S,0,1,1,1,None,2,1
0,2,male,34.847390302800164,0,0,0.0,S,0,1,1,1,None,2,0
0,3,male,18.0,0,0,7.775,S,0,1,1,1,None,1,0
0,3,male,24.5,0,0,8.05,S,0,1,1,1,None,2,1
1,3,female,18.0,0,0,9.8417,S,0,1,1,2,None,1,1
0,3,female,43.0,1,6,46.9,S,0,8,0,3,Other,3,3
1,1,male,36.0,0,1,512.3292,C,1,2,0,1,PC,3,3
0,3,female,19.326171792328047,0,0,8.1375,Q,0,1,1,2,None,1,1
1,1,male,27.0,0,0,76.7292,C,1,1,1,1,PC,2,3
0,3,male,20.0,0,0,9.225,S,0,1,1,1,None,1,1
0,3,male,14.0,5,2,46.9,S,0,8,0,1,Other,1,3
0,2,male,60.0,1,1,39.0,S,0,3,0,1,None,4,3
0,2,male,25.0,1,2,41.5792,C,0,4,0,1,Other,2,3
0,3,male,14.0,4,1,39.6875,S,0,6,0,1,None,1,3
0,3,male,19.0,0,0,10.1708,S,0,1,1,1,None,1,1
0,3,male,18.0,0,0,7.7958,S,0,1,1,1,None,1,0
1,1,female,15.0,0,1,211.3375,S,1,2,0,2,None,1,3
1,1,male,31.0,1,0,57.0,S,1,2,0,1,None,2,3
1,3,female,4.0,0,1,13.4167,C,0,2,0,2,None,0,1
1,3,male,29.660904761904757,0,0,56.4958,S,0,1,1,1,None,2,3
0,3,male,25.0,0,0,7.225,C,0,1,1,1,None,2,0
0,1,male,60.0,0,0,26.55,S,0,1,1,5,None,4,2
0,2,male,52.0,0,0,13.5,S,0,1,1,1,None,4,1
0,3,male,44.0,0,0,8.05,S,0,1,1,1,None,3,1
1,3,female,19.028337301587303,0,0,7.7333,Q,0,1,1,2,None,1,0
0,1,male,49.0,1,1,110.8833,C,1,3,0,1,None,3,3
0,3,male,42.0,0,0,7.65,S,1,1,1,1,None,3,0
1,1,female,18.0,1,0,227.525,C,1,2,0,3,PC,1,3
1,1,male,35.0,0,0,26.2875,S,1,1,1,1,PC,2,2
0,3,female,18.0,0,1,14.4542,C,0,2,0,2,None,1,1
0,3,male,25.0,0,0,7.7417,Q,0,1,1,1,None,2,0
0,3,male,26.0,1,0,7.8542,S,0,2,0,1,None,2,0
0,2,male,39.0,0,0,26.0,S,0,1,1,1,None,3,2
1,2,female,45.0,0,0,13.5,S,0,1,1,3,None,3,1
1,1,male,42.0,0,0,26.2875,S,1,1,1,1,PC,3,2
1,1,female,22.0,0,0,151.55,S,0,1,1,2,None,2,3
1,3,male,25.702650000000002,1,1,15.2458,C,0,3,0,4,None,2,2
1,1,female,24.0,0,0,49.5042,C,1,1,1,2,PC,2,3
0,1,male,49.99180576368076,0,0,26.55,S,1,1,1,1,None,3,2
1,1,male,48.0,1,0,52.0,S,1,2,0,1,None,3,3
0,3,male,29.0,0,0,9.4833,S,0,1,1,1,None,2,1
0,2,male,52.0,0,0,13.0,S,0,1,1,1,None,4,1
0,3,male,19.0,0,0,7.65,S,1,1,1,1,None,1,0
1,1,female,38.0,0,0,227.525,C,1,1,1,2,PC,3,3
1,2,female,27.0,0,0,10.5,S,1,1,1,2,None,2,1
0,3,male,28.29741071428571,0,0,15.5,Q,0,1,1,1,None,2,2
0,3,male,33.0,0,0,7.775,S,0,1,1,1,None,2,0
1,2,female,6.0,0,1,33.0,S,0,2,0,2,None,0,3
0,3,male,17.0,1,0,7.0542,S,0,2,0,1,None,1,0
0,2,male,34.0,0,0,13.0,S,0,1,1,1,None,2,1
0,2,male,50.0,0,0,13.0,S,0,1,1,1,None,3,1
1,1,male,27.0,1,0,53.1,S,1,2,0,1,None,2,3
0,3,male,20.0,0,0,8.6625,S,0,1,1,1,None,1,1
1,2,female,30.0,3,0,21.0,S,0,4,0,3,None,2,2
1,3,female,19.028337301587303,0,0,7.7375,Q,0,1,1,2,None,1,0
0,2,male,25.0,1,0,26.0,S,0,2,0,1,None,2,2
0,3,female,25.0,1,0,7.925,S,0,2,0,2,Other,2,1
1,1,female,29.0,0,0,211.3375,S,1,1,1,2,None,2,3
0,3,male,11.0,0,0,18.7875,C,0,1,1,1,None,0,2
0,2,male,34.847390302800164,0,0,0.0,S,0,1,1,1,None,2,0
0,2,male,23.0,0,0,13.0,S,0,1,1,1,None,2,1
0,2,male,23.0,0,0,13.0,S,0,1,1,1,None,2,1
0,3,male,28.5,0,0,16.1,S,0,1,1,1,None,2,2
0,3,female,48.0,1,3,34.375,S,0,5,0,3,W./C.,3,3
1,1,male,35.0,0,0,512.3292,C,1,1,1,1,PC,2,3
0,3,male,27.77767996384952,0,0,7.8958,S,0,1,1,1,None,2,0
0,3,male,27.77767996384952,0,0,7.8958,S,0,1,1,1,None,2,0
1,1,male,44.10744642857143,0,0,30.0,S,1,1,1,1,None,3,2
0,1,male,36.0,1,0,78.85,S,1,2,0,1,None,3,3
1,1,female,21.0,2,2,262.375,C,1,5,0,2,PC,2,3
0,3,male,24.0,1,0,16.1,S,0,2,0,1,None,2,2
1,3,male,31.0,0,0,7.925,S,0,1,1,1,STON/O,2,1
0,1,male,70.0,1,1,71.0,S,1,3,0,5,Other,5,3
0,3,male,16.0,1,1,20.25,S,0,3,0,1,C.A.,1,2
1,2,female,30.0,0,0,13.0,S,0,1,1,2,None,2,1
0,1,male,19.0,1,0,53.1,S,1,2,0,1,None,1,3
0,3,male,31.0,0,0,7.75,Q,0,1,1,1,None,2,0
1,2,female,4.0,1,1,23.0,S,0,3,0,2,None,0,2
1,3,male,6.0,0,1,12.475,S,1,2,0,4,None,0,1
0,3,male,33.0,0,0,9.5,S,0,1,1,1,None,2,1
0,3,male,23.0,0,0,7.8958,S,0,1,1,1,None,2,0
1,2,female,48.0,1,2,65.0,S,0,4,0,3,None,3,3
1,2,male,0.67,1,1,14.5,S,0,3,0,4,None,0,2
0,3,male,28.0,0,0,7.7958,S,0,1,1,1,None,2,0
0,2,male,18.0,0,0,11.5,S,0,1,1,1,None,1,1
0,3,male,34.0,0,0,8.05,S,0,1,1,1,None,2,1
1,1,female,33.0,0,0,86.5,S,1,1,1,5,None,2,3
0,3,male,22.1108658008658,0,0,14.5,S,0,1,1,1,None,2,2
0,3,male,41.0,0,0,7.125,S,0,1,1,1,Other,3,0
1,3,male,20.0,0,0,7.2292,C,0,1,1,1,None,1,0
1,1,female,36.0,1,2,120.0,S,1,4,0,3,None,3,3
0,3,male,16.0,0,0,7.775,S,0,1,1,1,None,1,0
1,1,female,51.0,1,0,77.9583,S,1,2,0,3,None,4,3
0,1,male,39.48666666666667,0,0,39.6,C,0,1,1,5,None,3,3
0,3,female,30.5,0,0,7.75,Q,0,1,1,2,None,2,0
0,3,male,33.4105,1,0,24.15,Q,0,2,0,1,None,2,2
0,3,male,32.0,0,0,8.3625,S,0,1,1,1,None,2,1
0,3,male,24.0,0,0,9.5,S,0,1,1,1,None,2,1
0,3,male,48.0,0,0,7.8542,S,0,1,1,1,None,3,0
0,2,female,57.0,0,0,10.5,S,1,1,1,3,Other,4,1
0,3,male,32.669700396825384,0,0,7.225,C,0,1,1,1,None,2,0
1,2,female,54.0,1,3,23.0,S,0,5,0,3,None,4,2
0,3,male,18.0,0,0,7.75,S,0,1,1,1,None,1,0
0,3,male,40.24729654373403,0,0,7.75,Q,1,1,1,1,None,3,0
1,3,female,5.0,0,0,12.475,S,0,1,1,2,None,0,1
