Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,FamilySize,IsAlone,FamilyCategory,Title,TitleAgeType,Deck,TicketPrefix,TicketLen,FarePerPerson,FareBin,AgeBin,AgeClass,ClassSex,ClassEmbarked,FareClass,TitleSex,WomenChild,HighClassFemale,Survived
2,male,27.0,0,0,26.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,26.0,High,Adult,54.0,2_male,2_S,2_High,Mr_male,0,0,0
3,male,28.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,84.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,28.5,0,0,7.8792,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.8792,Low,Adult,85.5,3_female,3_Q,3_Low,Miss_female,1,0,1
1,female,50.0,0,1,247.5208,C,1,2,0,Small,Mrs,Adult,Unknown,PC,8,123.7604,VeryHigh,Middle,50.0,1_female,1_C,1_VeryHigh,Mrs_female,1,1,1
3,male,19.0,0,0,7.65,S,1,1,1,Single,Mr,Adult,Unknown,None,6,7.65,Low,Adult,57.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,29.0,0,4,21.075,S,0,5,0,Medium,Mrs,Adult,Unknown,None,6,4.215,High,Adult,87.0,3_female,3_S,3_High,Mrs_female,1,0,0
1,female,28.5,0,0,79.2,C,0,1,1,Single,Mrs,Adult,Unknown,PC,8,79.2,VeryHigh,Adult,28.5,1_female,1_C,1_VeryHigh,Mrs_female,1,1,1
1,male,42.0,1,0,52.0,S,0,2,0,Small,Mr,Adult,Unknown,None,6,26.0,VeryHigh,Middle,42.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
2,female,28.0,0,0,12.65,S,0,1,1,Single,Mrs,Adult,Unknown,None,6,12.65,Mid,Adult,56.0,2_female,2_S,2_Mid,Mrs_female,1,0,1
3,female,25.0,1,0,7.925,S,0,2,0,Small,Miss,Young,Unknown,Other,16,3.9625,Mid,Adult,75.0,3_female,3_S,3_Mid,Miss_female,1,0,0
3,female,19.0,0,0,7.8792,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.8792,Low,Adult,57.0,3_female,3_Q,3_Low,Miss_female,1,0,1
1,male,31.0,0,0,50.4958,S,1,1,1,Single,Mr,Adult,Unknown,PC,8,50.4958,VeryHigh,Adult,31.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
3,female,4.0,1,1,16.7,S,1,3,0,Small,Miss,Young,Unknown,Other,7,5.566666666666666,High,Child,12.0,3_female,3_S,3_High,Miss_female,1,0,1
3,female,24.0,0,2,16.7,S,1,3,0,Small,Mrs,Adult,Unknown,Other,7,5.566666666666666,High,Adult,72.0,3_female,3_S,3_High,Mrs_female,1,0,1
2,female,5.0,1,2,27.75,S,0,4,0,Small,Miss,Young,Unknown,CA,10,6.9375,High,Child,10.0,2_female,2_S,2_High,Miss_female,1,0,1
2,female,28.5,0,0,12.35,Q,1,1,1,Single,Miss,Young,Unknown,None,6,12.35,Mid,Adult,57.0,2_female,2_Q,2_Mid,Miss_female,1,0,1
3,female,2.0,4,2,31.275,S,0,7,0,Medium,Miss,Young,Unknown,None,6,4.4678571428571425,VeryHigh,Child,6.0,3_female,3_S,3_VeryHigh,Miss_female,1,0,0
3,male,28.5,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,Other,8,8.05,Mid,Adult,85.5,3_male,3_S,3_Mid,Mr_male,0,0,0
2,female,4.0,2,1,39.0,S,1,4,0,Small,Miss,Young,Unknown,None,6,9.75,VeryHigh,Child,8.0,2_female,2_S,2_VeryHigh,Miss_female,1,0,1
3,female,22.0,0,0,10.5167,S,0,1,1,Single,Miss,Young,Unknown,None,4,10.5167,Mid,Adult,66.0,3_female,3_S,3_Mid,Miss_female,1,0,0
3,male,38.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Middle,114.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,28.5,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.05,Mid,Adult,85.5,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,7.0,4,1,39.6875,S,0,6,0,Medium,Master,Child,Unknown,None,7,6.614583333333333,VeryHigh,Child,21.0,3_male,3_S,3_VeryHigh,Master_male,1,0,0
1,male,38.0,0,1,153.4625,S,1,2,0,Small,Mr,Adult,Unknown,PC,8,76.73125,VeryHigh,Middle,38.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
1,male,29.0,0,0,30.0,S,1,1,1,Single,Mr,Adult,Unknown,None,6,30.0,High,Adult,29.0,1_male,1_S,1_High,Mr_male,0,0,0
1,female,31.0,0,2,164.8667,S,1,3,0,Small,Miss,Young,Unknown,None,5,54.95556666666667,VeryHigh,Adult,31.0,1_female,1_S,1_VeryHigh,Miss_female,1,1,1
2,male,23.0,0,0,15.0458,C,0,1,1,Single,Mr,Adult,Unknown,SCPARIS,13,15.0458,High,Adult,46.0,2_male,2_C,2_High,Mr_male,0,0,0
2,female,45.0,1,1,26.25,S,0,3,0,Small,Mrs,Adult,Unknown,Other,12,8.75,High,Middle,90.0,2_female,2_S,2_High,Mrs_female,1,0,1
3,male,16.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,SOTONOQ,15,8.05,Mid,Teen,48.0,3_male,3_S,3_Mid,Mr_male,0,0,1
2,female,29.0,1,0,26.0,S,0,2,0,Small,Mrs,Adult,Unknown,None,6,13.0,High,Adult,58.0,2_female,2_S,2_High,Mrs_female,1,0,1
2,male,0.67,1,1,14.5,S,0,3,0,Small,Master,Child,Unknown,None,6,4.833333333333333,High,Child,1.34,2_male,2_S,2_High,Master_male,1,0,1
3,female,31.0,0,0,7.8542,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.8542,Low,Adult,93.0,3_female,3_S,3_Low,Miss_female,1,0,0
3,male,28.5,0,0,16.1,S,0,1,1,Single,Mr,Adult,Unknown,None,5,16.1,High,Adult,85.5,3_male,3_S,3_High,Mr_male,0,0,0
3,male,28.5,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.05,Mid,Adult,85.5,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,24.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,72.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,41.0,0,0,7.125,S,0,1,1,Single,Mr,Adult,Unknown,Other,16,7.125,Low,Middle,123.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,0.42,0,1,8.5167,C,0,2,0,Small,Master,Child,Unknown,None,4,4.25835,Mid,Child,1.26,3_male,3_C,3_Mid,Master_male,1,0,1
3,female,11.0,4,2,31.275,S,0,7,0,Medium,Miss,Young,Unknown,None,6,4.4678571428571425,VeryHigh,Child,33.0,3_female,3_S,3_VeryHigh,Miss_female,1,0,0
1,male,38.0,0,0,0.0,S,0,1,1,Single,Rare,Varied,Unknown,None,5,0.0,Low,Middle,38.0,1_male,1_S,1_Low,Rare_male,0,0,0
3,female,28.5,3,1,25.4667,S,0,5,0,Medium,Miss,Young,Unknown,None,4,5.0933399999999995,High,Adult,85.5,3_female,3_S,3_High,Miss_female,1,0,0
3,male,28.5,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,Other,15,8.05,Mid,Adult,85.5,3_male,3_S,3_Mid,Mr_male,0,0,0
1,male,23.0,0,1,63.3583,C,1,2,0,Small,Mr,Adult,Unknown,PC,8,31.67915,VeryHigh,Adult,23.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,1
3,male,20.0,0,0,9.225,S,0,1,1,Single,Mr,Adult,Unknown,None,4,9.225,Mid,Adult,60.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,21.0,0,0,7.8,S,0,1,1,Single,Mr,Adult,Unknown,A,10,7.8,Low,Adult,63.0,3_male,3_S,3_Low,Mr_male,0,0,0
2,female,18.0,0,1,23.0,S,0,2,0,Small,Miss,Young,Unknown,None,6,11.5,High,Teen,36.0,2_female,2_S,2_High,Miss_female,1,0,1
3,male,28.5,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.05,Mid,Adult,85.5,3_male,3_S,3_Mid,Mr_male,0,0,0
2,male,30.0,1,0,24.0,C,0,2,0,Small,Mr,Adult,Unknown,Other,9,12.0,High,Adult,60.0,2_male,2_C,2_High,Mr_male,0,0,0
2,male,44.0,1,0,26.0,S,0,2,0,Small,Mr,Adult,Unknown,None,5,13.0,High,Middle,88.0,2_male,2_S,2_High,Mr_male,0,0,0
3,male,9.0,5,2,46.9,S,0,8,0,Large,Master,Child,Unknown,CA,7,5.8625,VeryHigh,Child,27.0,3_male,3_S,3_VeryHigh,Master_male,1,0,0
1,male,54.0,0,0,51.8625,S,1,1,1,Single,Mr,Adult,Unknown,None,5,51.8625,VeryHigh,Middle,54.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
2,male,42.0,1,0,27.0,S,0,2,0,Small,Mr,Adult,Unknown,None,6,13.5,High,Middle,84.0,2_male,2_S,2_High,Mr_male,0,0,0
2,female,34.0,0,1,23.0,S,0,2,0,Small,Mrs,Adult,Unknown,None,6,11.5,High,Adult,68.0,2_female,2_S,2_High,Mrs_female,1,0,1
2,male,18.0,0,0,11.5,S,0,1,1,Single,Mr,Adult,Unknown,None,5,11.5,Mid,Teen,36.0,2_male,2_S,2_Mid,Mr_male,0,0,0
2,male,30.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,60.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,28.5,1,1,15.2458,C,0,3,0,Small,Master,Child,Unknown,None,4,5.081933333333333,High,Adult,85.5,3_male,3_C,3_High,Master_male,0,0,1
2,male,54.0,0,0,14.0,S,0,1,1,Single,Rare,Varied,Unknown,None,5,14.0,Mid,Middle,108.0,2_male,2_S,2_Mid,Rare_male,0,0,0
3,female,30.0,0,0,12.475,S,0,1,1,Single,Miss,Young,Unknown,None,6,12.475,Mid,Adult,90.0,3_female,3_S,3_Mid,Miss_female,1,0,1
3,male,33.0,0,0,8.6542,S,0,1,1,Single,Mr,Adult,Unknown,None,4,8.6542,Mid,Adult,99.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,female,1.0,0,2,15.7417,C,0,3,0,Small,Miss,Young,Unknown,None,4,5.247233333333333,High,Child,3.0,3_female,3_C,3_High,Miss_female,1,0,1
3,female,15.0,1,0,14.4542,C,0,2,0,Small,Mrs,Adult,Unknown,None,4,7.2271,Mid,Teen,45.0,3_female,3_C,3_Mid,Mrs_female,1,0,1
2,female,32.0,0,0,13.0,S,0,1,1,Single,Mrs,Adult,Unknown,None,6,13.0,Mid,Adult,64.0,2_female,2_S,2_Mid,Mrs_female,1,0,1
2,female,24.0,1,2,65.0,S,0,4,0,Small,Miss,Young,Unknown,None,6,16.25,VeryHigh,Adult,48.0,2_female,2_S,2_VeryHigh,Miss_female,1,0,1
3,male,28.5,0,0,8.6625,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.6625,Mid,Adult,85.5,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,47.0,0,0,9.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,9.0,Mid,Middle,141.0,3_male,3_S,3_Mid,Mr_male,0,0,0
1,male,40.0,0,0,27.7208,C,0,1,1,Single,Rare,Varied,Unknown,PC,8,27.7208,High,Middle,40.0,1_male,1_C,1_High,Rare_male,0,0,0
1,female,62.0,0,0,80.0,S,1,1,1,Single,Mrs,Adult,Unknown,None,6,80.0,VeryHigh,Senior,62.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1,1
1,male,51.0,0,1,61.3792,C,0,2,0,Small,Mr,Adult,Unknown,PC,8,30.6896,VeryHigh,Middle,51.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,0
3,female,4.0,0,2,22.025,S,0,3,0,Small,Miss,Young,Unknown,None,6,7.341666666666666,High,Child,12.0,3_female,3_S,3_High,Miss_female,1,0,1
1,male,61.0,0,0,33.5,S,1,1,1,Single,Mr,Adult,Unknown,None,6,33.5,VeryHigh,Senior,61.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
3,male,28.5,3,1,25.4667,S,0,5,0,Medium,Master,Child,Unknown,None,4,5.0933399999999995,High,Adult,85.5,3_male,3_S,3_High,Master_male,0,0,0
3,female,28.5,0,0,7.55,S,0,1,1,Single,Miss,Young,Unknown,WC,10,7.55,Low,Adult,85.5,3_female,3_S,3_Low,Miss_female,1,0,0
3,male,28.0,1,0,15.85,S,0,2,0,Small,Mr,Adult,Unknown,Other,16,7.925,High,Adult,84.0,3_male,3_S,3_High,Mr_male,0,0,0
3,male,21.0,0,0,7.925,S,0,1,1,Single,Mr,Adult,Unknown,STONO ,17,7.925,Mid,Adult,63.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,29.0,0,0,7.75,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.75,Low,Adult,87.0,3_male,3_Q,3_Low,Mr_male,0,0,1
3,male,40.0,1,4,27.9,S,0,6,0,Medium,Mr,Adult,Unknown,None,6,4.6499999999999995,High,Middle,120.0,3_male,3_S,3_High,Mr_male,0,0,0
3,female,43.0,1,6,46.9,S,0,8,0,Large,Mrs,Adult,Unknown,CA,7,5.8625,VeryHigh,Middle,129.0,3_female,3_S,3_VeryHigh,Mrs_female,1,0,0
1,male,28.5,0,0,30.5,S,1,1,1,Single,Mr,Adult,Unknown,None,5,30.5,High,Adult,28.5,1_male,1_S,1_High,Mr_male,0,0,1
3,male,28.5,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,28.5,0,2,22.3583,C,0,3,0,Small,Mrs,Adult,Unknown,None,4,7.452766666666666,High,Adult,85.5,3_female,3_C,3_High,Mrs_female,1,0,1
1,male,33.0,0,0,5.0,S,1,1,1,Single,Mr,Adult,Unknown,None,3,5.0,Low,Adult,33.0,1_male,1_S,1_Low,Mr_male,0,0,0
3,male,28.5,0,0,7.25,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.25,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,22.0,0,0,7.125,S,0,1,1,Single,Mr,Adult,Unknown,STONO ,17,7.125,Low,Adult,66.0,3_male,3_S,3_Low,Mr_male,0,0,0
1,male,28.5,0,0,30.6958,C,0,1,1,Single,Mr,Adult,Unknown,PC,8,30.6958,High,Adult,28.5,1_male,1_C,1_High,Mr_male,0,0,0
3,female,9.0,1,1,15.2458,C,0,3,0,Small,Miss,Young,Unknown,None,4,5.081933333333333,High,Child,27.0,3_female,3_C,3_High,Miss_female,1,0,0
1,male,17.0,0,2,110.8833,C,1,3,0,Small,Mr,Adult,Unknown,None,5,36.9611,VeryHigh,Teen,17.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,1
1,male,80.0,0,0,30.0,S,1,1,1,Single,Mr,Adult,Unknown,None,5,30.0,High,Senior,80.0,1_male,1_S,1_High,Mr_male,0,0,1
1,male,71.0,0,0,49.5042,C,0,1,1,Single,Mr,Adult,Unknown,PC,8,49.5042,VeryHigh,Senior,71.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,0
2,female,32.5,0,0,13.0,S,1,1,1,Single,Miss,Young,Unknown,None,5,13.0,Mid,Adult,65.0,2_female,2_S,2_Mid,Miss_female,1,0,1
1,male,28.5,0,0,25.925,S,0,1,1,Single,Mr,Adult,Unknown,PC,8,25.925,High,Adult,28.5,1_male,1_S,1_High,Mr_male,0,0,0
2,male,36.0,0,0,12.875,C,1,1,1,Single,Mr,Adult,Unknown,Other,13,12.875,Mid,Middle,72.0,2_male,2_C,2_Mid,Mr_male,0,0,0
2,female,7.0,0,2,26.25,S,0,3,0,Small,Miss,Young,Unknown,Other,12,8.75,High,Child,14.0,2_female,2_S,2_High,Miss_female,1,0,1
3,female,22.0,0,0,7.75,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.75,Low,Adult,66.0,3_female,3_S,3_Low,Miss_female,1,0,1
3,male,28.5,0,0,7.25,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.25,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,0
1,female,49.0,1,0,76.7292,C,1,2,0,Small,Mrs,Adult,Unknown,PC,8,38.3646,VeryHigh,Middle,49.0,1_female,1_C,1_VeryHigh,Mrs_female,1,1,1
3,female,20.0,1,0,9.825,S,0,2,0,Small,Miss,Young,Unknown,None,4,4.9125,Mid,Adult,60.0,3_female,3_S,3_Mid,Miss_female,1,0,0
3,male,74.0,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Senior,222.0,3_male,3_S,3_Low,Mr_male,0,0,0
2,female,24.0,2,1,27.0,S,0,4,0,Small,Mrs,Adult,Unknown,None,6,6.75,High,Adult,48.0,2_female,2_S,2_High,Mrs_female,1,0,1
3,male,40.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Middle,120.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,63.0,0,0,9.5875,S,0,1,1,Single,Mrs,Adult,Unknown,None,4,9.5875,Mid,Senior,189.0,3_female,3_S,3_Mid,Mrs_female,1,0,1
3,male,35.0,0,0,7.8958,C,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,105.0,3_male,3_C,3_Low,Mr_male,0,0,0
2,female,34.0,0,0,10.5,S,1,1,1,Single,Mrs,Adult,Unknown,CA,10,10.5,Mid,Adult,68.0,2_female,2_S,2_Mid,Mrs_female,1,0,1
1,female,30.0,0,0,56.9292,C,1,1,1,Single,Miss,Young,Unknown,PC,8,56.9292,VeryHigh,Adult,30.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
3,male,17.0,0,0,8.6625,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.6625,Mid,Teen,51.0,3_male,3_S,3_Mid,Mr_male,0,0,0
1,female,21.0,0,0,77.9583,S,1,1,1,Single,Miss,Young,Unknown,None,5,77.9583,VeryHigh,Adult,21.0,1_female,1_S,1_VeryHigh,Miss_female,1,1,1
3,male,45.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,4,8.05,Mid,Middle,135.0,3_male,3_S,3_Mid,Mr_male,0,0,1
2,female,48.0,1,2,65.0,S,0,4,0,Small,Mrs,Adult,Unknown,None,6,16.25,VeryHigh,Middle,96.0,2_female,2_S,2_VeryHigh,Mrs_female,1,0,1
1,male,24.0,0,1,247.5208,C,1,2,0,Small,Mr,Adult,Unknown,PC,8,123.7604,VeryHigh,Adult,24.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,0
3,male,28.5,0,0,7.55,S,0,1,1,Single,Mr,Adult,Unknown,Other,13,7.55,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,0
2,female,33.0,0,2,26.0,S,0,3,0,Small,Mrs,Adult,Unknown,None,5,8.666666666666666,High,Adult,66.0,2_female,2_S,2_High,Mrs_female,1,0,1
1,male,45.0,0,0,26.55,S,0,1,1,Single,Mr,Adult,Unknown,None,6,26.55,High,Middle,45.0,1_male,1_S,1_High,Mr_male,0,0,1
3,male,51.0,0,0,7.0542,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.0542,Low,Middle,153.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,28.5,8,2,69.55,S,0,11,0,Large,Mr,Adult,Unknown,CA,8,6.322727272727272,VeryHigh,Adult,85.5,3_male,3_S,3_VeryHigh,Mr_male,0,0,0
1,male,28.0,0,0,26.55,S,1,1,1,Single,Mr,Adult,Unknown,None,6,26.55,High,Adult,28.0,1_male,1_S,1_High,Mr_male,0,0,1
3,male,70.5,0,0,7.75,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.75,Low,Senior,211.5,3_male,3_Q,3_Low,Mr_male,0,0,0
1,female,28.5,1,0,89.1042,C,1,2,0,Small,Mrs,Adult,Unknown,None,5,44.5521,VeryHigh,Adult,28.5,1_female,1_C,1_VeryHigh,Mrs_female,1,1,1
2,female,8.0,0,2,26.25,S,0,3,0,Small,Miss,Young,Unknown,CA,10,8.75,High,Child,16.0,2_female,2_S,2_High,Miss_female,1,0,1
3,male,28.5,8,2,69.55,S,0,11,0,Large,Master,Child,Unknown,CA,8,6.322727272727272,VeryHigh,Adult,85.5,3_male,3_S,3_VeryHigh,Master_male,0,0,0
3,male,25.0,0,0,7.05,S,0,1,1,Single,Mr,Adult,Unknown,SOTONOQ,18,7.05,Low,Adult,75.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,20.0,0,0,7.925,S,0,1,1,Single,Mr,Adult,Unknown,Other,16,7.925,Mid,Adult,60.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,female,28.0,0,0,7.8958,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.8958,Low,Adult,84.0,3_female,3_S,3_Low,Miss_female,1,0,0
3,male,26.0,0,0,18.7875,C,0,1,1,Single,Mr,Adult,Unknown,None,4,18.7875,High,Adult,78.0,3_male,3_C,3_High,Mr_male,0,0,1
1,male,27.0,1,0,53.1,S,1,2,0,Small,Mr,Adult,Unknown,None,6,26.55,VeryHigh,Adult,27.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,1
3,male,28.5,0,0,7.2292,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.2292,Low,Adult,85.5,3_male,3_C,3_Low,Mr_male,0,0,0
3,female,30.5,0,0,7.75,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.75,Low,Adult,91.5,3_female,3_Q,3_Low,Miss_female,1,0,0
3,male,31.0,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Adult,93.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,37.0,0,0,9.5875,S,0,1,1,Single,Miss,Young,Unknown,None,4,9.5875,Mid,Middle,111.0,3_female,3_S,3_Mid,Miss_female,1,0,0
2,male,54.0,1,0,26.0,S,0,2,0,Small,Rare,Varied,Unknown,None,6,13.0,High,Middle,108.0,2_male,2_S,2_High,Rare_male,0,0,0
3,male,20.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,A,9,8.05,Mid,Adult,60.0,3_male,3_S,3_Mid,Mr_male,0,0,0
2,male,23.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,46.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,28.5,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,SOTONOQ,15,8.05,Mid,Adult,85.5,3_male,3_S,3_Mid,Mr_male,0,0,0
1,male,64.0,1,4,263.0,S,1,6,0,Medium,Mr,Adult,Unknown,None,5,43.833333333333336,VeryHigh,Senior,64.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
3,male,28.5,0,0,7.3125,S,0,1,1,Single,Mr,Adult,Unknown,Other,9,7.3125,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,38.0,1,5,31.3875,S,0,7,0,Medium,Mrs,Adult,Unknown,None,6,4.483928571428572,VeryHigh,Middle,114.0,3_female,3_S,3_VeryHigh,Mrs_female,1,0,1
3,female,22.0,0,0,7.25,S,0,1,1,Single,Miss,Young,Unknown,C,6,7.25,Low,Adult,66.0,3_female,3_S,3_Low,Miss_female,1,0,1
2,male,27.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,54.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,28.5,0,0,7.7375,Q,0,1,1,Single,Mr,Adult,Unknown,None,5,7.7375,Low,Adult,85.5,3_male,3_Q,3_Low,Mr_male,0,0,0
3,female,31.0,1,0,18.0,S,0,2,0,Small,Mrs,Adult,Unknown,None,6,9.0,High,Adult,93.0,3_female,3_S,3_High,Mrs_female,1,0,0
3,male,21.0,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Adult,63.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,2.0,0,1,12.2875,S,0,2,0,Small,Miss,Young,Unknown,None,7,6.14375,Mid,Child,6.0,3_female,3_S,3_Mid,Miss_female,1,0,1
3,female,28.5,1,1,22.3583,C,1,3,0,Small,Miss,Young,Unknown,None,4,7.452766666666666,High,Adult,85.5,3_female,3_C,3_High,Miss_female,1,0,1
3,male,36.0,0,0,0.0,S,0,1,1,Single,Mr,Adult,Unknown,Other,4,0.0,Low,Middle,108.0,3_male,3_S,3_Low,Mr_male,0,0,0
2,male,52.0,0,0,13.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.5,Mid,Middle,104.0,2_male,2_S,2_Mid,Mr_male,0,0,0
2,male,24.0,2,0,73.5,S,0,3,0,Small,Mr,Adult,Unknown,SOC,12,24.5,VeryHigh,Adult,48.0,2_male,2_S,2_VeryHigh,Mr_male,0,0,0
1,female,36.0,1,2,120.0,S,1,4,0,Small,Mrs,Adult,Unknown,None,6,30.0,VeryHigh,Middle,36.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1,1
3,male,21.0,0,0,7.8542,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8542,Low,Adult,63.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,28.5,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,1
2,male,28.5,0,0,0.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,0.0,Low,Adult,57.0,2_male,2_S,2_Low,Mr_male,0,0,0
3,male,30.0,0,0,7.2292,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.2292,Low,Adult,90.0,3_male,3_C,3_Low,Mr_male,0,0,0
2,male,31.0,0,0,10.5,S,0,1,1,Single,Mr,Adult,Unknown,CA,10,10.5,Mid,Adult,62.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,28.0,0,0,9.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,9.5,Mid,Adult,84.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,28.5,0,0,14.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,14.5,High,Adult,85.5,3_male,3_S,3_High,Mr_male,0,0,0
3,male,36.0,1,1,24.15,S,0,3,0,Small,Mr,Adult,Unknown,None,6,8.049999999999999,High,Middle,108.0,3_male,3_S,3_High,Mr_male,0,0,0
2,male,28.5,0,0,0.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,0.0,Low,Adult,57.0,2_male,2_S,2_Low,Mr_male,0,0,0
2,male,39.0,0,0,26.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,26.0,High,Middle,78.0,2_male,2_S,2_High,Mr_male,0,0,0
3,female,25.0,0,0,7.775,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.775,Low,Adult,75.0,3_female,3_S,3_Low,Miss_female,1,0,0
1,male,21.0,0,1,77.2875,S,1,2,0,Small,Mr,Adult,Unknown,None,5,38.64375,VeryHigh,Adult,21.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
2,male,1.0,0,2,37.0042,C,0,3,0,Small,Master,Child,Unknown,SCPARIS,15,12.334733333333332,VeryHigh,Child,2.0,2_male,2_C,2_VeryHigh,Master_male,1,0,1
1,female,36.0,0,0,135.6333,C,1,1,1,Single,Miss,Young,Unknown,PC,8,135.6333,VeryHigh,Middle,36.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
